Generated by http://statistics.gov.scot,2024-03-03T15:29:57+00:00
http://statistics.gov.scot/data/residential-properties-sales-and-price,House Prices - Residential Properties Sales and Price
measure type,Median
Sales,Price - Median
Measure (cell values): ,Median(Pounds (GBP))

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2005,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2007,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014,http://reference.data.gov.uk/id/year/2015,http://reference.data.gov.uk/id/year/2016,http://reference.data.gov.uk/id/year/2017,http://reference.data.gov.uk/id/year/2018,http://reference.data.gov.uk/id/year/2019,http://reference.data.gov.uk/id/year/2020,http://reference.data.gov.uk/id/year/2021,http://reference.data.gov.uk/id/year/2022
http://statistics.gov.scot/id/statistical-geography/S01012042,Johnstone South West - 06,18680,51874.5,86000,85000,36750,81500,60750,70000,0,52000,66250,73000,95000,164995,167995,114000,96250,111650,115500
http://statistics.gov.scot/id/statistical-geography/S01008722,Joppa - 01,210000,225815.5,285000,325000,350199,266000,247600,310000,201417,330000,332612,360000,345625.5,300000,405000,472500,402500,503750,491400
http://statistics.gov.scot/id/statistical-geography/S01008723,Joppa - 02,215000,194109.5,218000,290000,289500,186500,189995,208500,142000,205000,249995,181250,229000,222552.5,261650,257500,285000,240000,365500
http://statistics.gov.scot/id/statistical-geography/S01008724,Joppa - 03,262250,249000,250000,230000,357036,227610.5,277500,170500,300000,230000,353500,317805,250000,288690.5,380000,332500,333000,252500,381500
http://statistics.gov.scot/id/statistical-geography/S01008725,Joppa - 04,138772.5,183750,179000,233000,365000,199000,280000,148500,177000,362250,212500,360000,306376,225000,271390,251250,380000,292500,310000
http://statistics.gov.scot/id/statistical-geography/S01008726,Joppa - 05,175000,195000,231504,275600,315000,195325,287000,265000,210000,275000,395863.5,252645.5,367000,313388.5,360000,341000,387500,385000,610000
http://statistics.gov.scot/id/statistical-geography/S01008727,Joppa - 06,157250,181000,212500,207678.5,241250,180000,211500,175000,222500,191058.5,199660,217500,258610,252519,290000,296525,296750,383700,450750
http://statistics.gov.scot/id/statistical-geography/S01011060,Keith and Fife Keith - 01,55000,79000,105100,145500,187000,150000,128750,175000,96000,145000,160000,125000,155000,163750,160000,159000,90000,140000,176000
http://statistics.gov.scot/id/statistical-geography/S01011061,Keith and Fife Keith - 02,26000,63000,75500,92000,92750,92750,99000,87000,78000,95000,93500,110000,168725,135950,115950,120111,125000,118750,115750
http://statistics.gov.scot/id/statistical-geography/S01011062,Keith and Fife Keith - 03,56000,39500,73000,92750,102500,130000,75000,140500,95000,132500,120000,117500,100250,117500,110000,112000,118000,110000,129950
http://statistics.gov.scot/id/statistical-geography/S01011063,Keith and Fife Keith - 04,60000,44375,36580,62000,84880.5,110000,170000,150000,149997.5,177497,90000,107500,132500,111250,160000,110000,111000,125000,115500
http://statistics.gov.scot/id/statistical-geography/S01011064,Keith and Fife Keith - 05,52500,63000,70000,93500,85000,114000,88000,95750,95000,136500,105000,126000,105000,135495,118000,127000,151100,95000,140000
http://statistics.gov.scot/id/statistical-geography/S01012336,Kelso N - Abbotseat,70300,107000,112500,0,125000,107000,122000,115000,0,115000,0,0,0,115000,130000,132500,0,145000,161000
http://statistics.gov.scot/id/statistical-geography/S01012335,Kelso N - Hendersyde Oakfield,96606.5,108654,119975,133000,148000,114500,123000,135000,122000,130000,121000,130000,134000,130000,145500,142750,157500,165500,165000
http://statistics.gov.scot/id/statistical-geography/S01012334,Kelso N - High Croft Orchard Park,54698,108175,110000,108500,123500,0,0,0,0,164900,175700,174460.5,125000,132500,118000,146500,165125,162500,163750
http://statistics.gov.scot/id/statistical-geography/S01012337,Kelso N - Poynder Park,85250,82250,97500,107500,115000,115000,102011,0,83250,102500,0,97500,112750,105000,103500,108250,85000,155000,143000
http://statistics.gov.scot/id/statistical-geography/S01012339,Kelso S - Abbey,93250,93555,90000,124262.5,125333,115000,150000,99000,128500,113750,122500,125500,130000,89500,111750,109975,139000,123250,125000
http://statistics.gov.scot/id/statistical-geography/S01012338,Kelso S - Bowmont and Edenside,72000,65000,119950,119950,118000,89500,142500,117000,96500,118750,82500,117500,142500,135000,135567.5,105500,116000,111500,141500
http://statistics.gov.scot/id/statistical-geography/S01012340,Kelso S - Broomlands,124000,229135,231929,248706,185700,117950,144950,165000,125000,163750,160000,215000,175000,227500,195350,182000,196375,200969,220312
http://statistics.gov.scot/id/statistical-geography/S01012331,Kelso S - Maxwellheugh,139500,144150,157900,174000,193800,174950,182500,174900,167700,141035,191500,195000,180000,185000,203000,207500,245000,278000,205000
http://statistics.gov.scot/id/statistical-geography/S01012330,Kelso S - Pinnaclehill,90333,155000,107500,150822,167500,182500,160000,178000,162500,156395,157500,175000,180000,180000,202000,205000,175000,147613.5,315000
http://statistics.gov.scot/id/statistical-geography/S01009422,Kelty Blairadam Park,43050,72000,68750,78000,95000,0,85000,71500,0,70000,89250,67500,77250,73000,86500,84000,110000,88000,113500
http://statistics.gov.scot/id/statistical-geography/S01009426,Kelty Central,35000,46765,60000,65500,61000,50000,55250,36500,47500,48000,41000,62000,91750,57000,51550,58000,58500,75500,62000
http://statistics.gov.scot/id/statistical-geography/S01009424,Kelty East,84750,74000,76125,100870,0,0,127500,127500,0,148500,129000,154000,146000,0,105000,174000,176200,170000,191050
http://statistics.gov.scot/id/statistical-geography/S01009419,Kelty Elmwood,45000,65000,77000,76000,0,78000,0,84000,57500,75250,68000,81000,85000,80000,0,96000,96250,127625,125000
http://statistics.gov.scot/id/statistical-geography/S01009427,Kelty North East,38500,45250,61729,65500,71000,69500,63000,0,54500,58000,49495,60000,64000,69995,60000,85000,65000,76500,66500
http://statistics.gov.scot/id/statistical-geography/S01009425,Kelty Oakfield,75000,54000,118400,82500,90000,140000,78500,149000,71000,87500,76500,102500,77500,92000,79000,95000,133500,100000,77250
http://statistics.gov.scot/id/statistical-geography/S01009423,Kelty Seafar,122250,170000,145500,169000,174875,165000,144950,165000,149997.5,156000,146950,154250,167000,157000,181500,175500,192000,215000,242500
http://statistics.gov.scot/id/statistical-geography/S01009421,Kelty South West,52000,45155,55500,74000,67000,"",115000,0,0,0,89250,72000,0,95000,81250,70000,0,100000,90000
http://statistics.gov.scot/id/statistical-geography/S01009420,Kelty West,24920,28925,27600,75000,0,"",0,0,50000,47250,68000,0,0,0,85000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010363,Kelvindale - 01,105750,105000,114000,125000,121750,109500,162000,141500,112500,114500,110000,120800,125000,132000,130000,124000,145000,148500,157839
http://statistics.gov.scot/id/statistical-geography/S01010364,Kelvindale - 02,198375,177000,200250,222000,249950,192250,200000,210862,220000,0,225111,265500,265500,280000,252180,252500,271660.5,332125,375000
http://statistics.gov.scot/id/statistical-geography/S01010365,Kelvindale - 03,216500,230000,243000,245000,240000,230000,226500,315000,225000,245125,250000,272500,295000,286000,288000,325000,340500,302000,392697.5
http://statistics.gov.scot/id/statistical-geography/S01010366,Kelvindale - 04,91550,90000,105000,109000,129200,115000,165000,160000,170000,90000,98000,94000,109100,105000,118775,106500,115175,141000,155555
http://statistics.gov.scot/id/statistical-geography/S01010367,Kelvindale - 05,230000,219500,240000,249000,295000,155000,195000,235592.5,188000,206000,267500,272500,350000,253000,196500,290000,399892.5,224000,245752
http://statistics.gov.scot/id/statistical-geography/S01010368,Kelvindale - 06,231312,312000,380000,210556,370000,375000,252500,221075,190075,300000,177000,297750,257500,375000,390000,370599.5,430000,420200,430000
http://statistics.gov.scot/id/statistical-geography/S01010374,Kelvingrove and University - 01,259000,220500,250000,348000,249800,310000,264051,253500,295000,216000,299500,276500,330000,375000,268500,315000,385000,436000,353333
http://statistics.gov.scot/id/statistical-geography/S01010375,Kelvingrove and University - 02,190000,190000,202500,201155.555,249995,197125,180141,205500,200000,211000,198500,205500,242500,332250,269000,283750,324000,274400,311350
http://statistics.gov.scot/id/statistical-geography/S01010376,Kelvingrove and University - 03,120000,145000,133762.5,160250,143000,139500,147000,157500,152225.5,146000,146150,201240,186000.5,181750,200112.5,217500,200000,222500,225000
http://statistics.gov.scot/id/statistical-geography/S01010377,Kelvingrove and University - 04,165000,210000,220000,200716,240000,160000,235250,220027.5,215000,225000,228000,236188.5,250000,268000,283275,253339.5,285000,326500,350000
http://statistics.gov.scot/id/statistical-geography/S01010378,Kelvingrove and University - 05,191275.5,199975,225000,220611.11,235000,231000,240000,212500,225000,203500,247000,262000,260000,277750,265000,231252.5,301850,340000,338000
http://statistics.gov.scot/id/statistical-geography/S01010379,Kelvingrove and University - 06,185000,186000,235000,247500,250000,225000,220000,245000,227500,226300,231750,240000,260000,292500,258050.5,285287.5,330000,306000,336375
http://statistics.gov.scot/id/statistical-geography/S01010380,Kelvingrove and University - 07,180000,164500,203500,216000,230563.5,190725,241000,172500,185000,179058.5,210110,186500,255000,242700,272500,270999.5,222500,297500,300000
http://statistics.gov.scot/id/statistical-geography/S01010408,Kelvinside and Jordanhill - 01,107250,119000,241000,130100,150000,122000,380000,134500,110000,355000,118750,125000,205000,187277.5,151000,161000,154660.5,231250,180000
http://statistics.gov.scot/id/statistical-geography/S01010409,Kelvinside and Jordanhill - 02,210000,323000,331750,250000,249950,300000,0,215000,0,305000,316000,231411,0,508623,291000,480000,363750,308202.5,350000
http://statistics.gov.scot/id/statistical-geography/S01010410,Kelvinside and Jordanhill - 03,108000,370120,431000,459000,162000,218000,152000,177575,302000,205000,179972.5,281150,160000,302500,191500,320000,324500,407250,398995
http://statistics.gov.scot/id/statistical-geography/S01010411,Kelvinside and Jordanhill - 04,310000,336125,363000,385000,498000,460000,352915,382577.5,370000,437500,357000,422800,488375,468010,467500,485000,497550,520000,564995
http://statistics.gov.scot/id/statistical-geography/S01010412,Kelvinside and Jordanhill - 05,170075,180000,187500,210750,192000,195000,204500,203750,290000,185000,209000,300000,242500,237000,245750,285000,255000,281124,310000
http://statistics.gov.scot/id/statistical-geography/S01010413,Kelvinside and Jordanhill - 06,231250,251000,218000,292000,320000,254999.5,222222,251012.5,258000,218000,337500,386500,320320,290250,305000,294900,386500,363750,350000
http://statistics.gov.scot/id/statistical-geography/S01010414,Kelvinside and Jordanhill - 07,168240.5,190054,202500,187500,155000,154500,178500,198525,170908,159750,177500,224250,197092,208000,340700,221750,247500,247650,250000
http://statistics.gov.scot/id/statistical-geography/S01006889,Kemnay - 01,67500,56500,82484.25,130000,132764.5,140000,123000,115000,0,145000,155600,0,141500,0,145000,149500,140000,146500,145000
http://statistics.gov.scot/id/statistical-geography/S01006890,Kemnay - 02,131500,132294,159975,224500,182500,107500,249000,239500,257500,278750,219101.5,235000,270000,200317,257000,239000,212000,238750,283000
http://statistics.gov.scot/id/statistical-geography/S01006891,Kemnay - 03,90000,83628.5,124750,140500,237500,199995,175000,229995,190995,178375,147500,231000,168500,150000,155750,137000,205000,200000,149000
http://statistics.gov.scot/id/statistical-geography/S01006892,Kemnay - 04,83157,93000,81500,124750,145000,161250,124750,152152,0,0,0,175000,186500,175000,135000,0,0,0,137500
http://statistics.gov.scot/id/statistical-geography/S01006893,Kemnay - 05,126000,0,125000,205000,0,0,0,235000,0,182500,0,0,224000,0,0,220000,129000,234000,203000
http://statistics.gov.scot/id/statistical-geography/S01009659,Kennoway Central,81000,87700,110000,120000,81250,115000,105000,92000,93500,86000,97000,97975,85000,119750,126500,105000,0,151500,0
http://statistics.gov.scot/id/statistical-geography/S01009656,Kennoway East,28500,54010,55950,73000,62000,64500,56750,66100,68500,75000,49000,75557,60000,85000,71512.5,82000,0,105027.5,79000
http://statistics.gov.scot/id/statistical-geography/S01009660,Kennoway North East,84975,117000,127000,151500,157000,131500,125000,70000,86500,72000,82000,140000,82000,158000,153000,166750,160000,165000,157350
http://statistics.gov.scot/id/statistical-geography/S01009658,Kennoway North West,48500,40056,68750,80000,89500,76500,75000,76000,69500,77000,77087.5,82000,102475,92000,102000,72000,95000,92000,0
http://statistics.gov.scot/id/statistical-geography/S01009657,Kennoway Sandy Brae,60000,94500,90000,107250,151750,0,163500,81997.5,137000,92000,108000,132000,120000,0,120000,159000,152950,151000,117000
http://statistics.gov.scot/id/statistical-geography/S01009655,Kennoway South East,25620,51880,60000,87500,78000,72500,73500,80000,73000,84500,70000,87500,83000,87750,90000,100000,86000,106750,120000
http://statistics.gov.scot/id/statistical-geography/S01010309,Keppochhill - 01,0,0,51250,0,0,50000,0,0,0,0,40250,0,0,0,0,"",0,0,""
http://statistics.gov.scot/id/statistical-geography/S01010310,Keppochhill - 02,38800,0,125615,114000,100000,58000,0,0,0,0,0,48000,62250,63000,105000,62000,0,117000,0
http://statistics.gov.scot/id/statistical-geography/S01010311,Keppochhill - 03,0,0,56500,0,70000,0,0,0,0,0,0,0,51000,0,0,73500,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010312,Keppochhill - 04,"","","","","","","","","","",0,"",0,"","","","","",""
http://statistics.gov.scot/id/statistical-geography/S01010313,Keppochhill - 05,0,0,0,0,0,37000,0,0,36000,0,"","","",0,0,0,0,"",0
http://statistics.gov.scot/id/statistical-geography/S01010314,Keppochhill - 06,65000,74997.5,60000,106500,144000,72000,82000,105000,100000,112500,112250,95000,125000,130000,124000,133500,114000,120000,152500
http://statistics.gov.scot/id/statistical-geography/S01008080,Kessington East - 01,181000,250000,264500,230875,263305,249500,256500,264750,257497.5,257750,280000,300000,295262.5,340000,310000,322500,291629.5,410000,416000
http://statistics.gov.scot/id/statistical-geography/S01008081,Kessington East - 02,260500,258000,310000,310000,290000,250000,471000,292500,249750,323750,278000,310000,378000,159350,345004.5,345000,320000,392628.5,445350
http://statistics.gov.scot/id/statistical-geography/S01008082,Kessington East - 03,220220,235000,240000,212150,285000,205000,250000,197500,272572,219000,246500,295549.5,282497.5,284995,287500,322515,315000,343755.5,355600
http://statistics.gov.scot/id/statistical-geography/S01008083,Kessington East - 04,242743,221125,239950,315137.5,265000,0,203000,210000,184400,257500,258000,282500,245000,285000,320000,320000,365500,328000,402500
http://statistics.gov.scot/id/statistical-geography/S01008076,Kessington West - 01,250000,205000,238000,250000,320000,237500,244625,270595,286000,236500,240000,260000,300000,300000,280000,270000,271000,335000,340000
http://statistics.gov.scot/id/statistical-geography/S01008077,Kessington West - 02,250000,262500,267000,288000,292500,300000,242500,275000,256500,242499.5,327500,333250,346073.5,385000,406250,370125,385600,431750,435000
http://statistics.gov.scot/id/statistical-geography/S01008078,Kessington West - 03,210000,197000,212525,315000,165000,160000,203000,245000,203500,230230,212500,295000,294010,280881,290499.5,373750,271000,353520,355000
http://statistics.gov.scot/id/statistical-geography/S01008079,Kessington West - 04,255630.5,290000,307125,329000,353000,292500,286000,317500,292500,308000,347500,311500,375000,383062.5,414000,408025,0,431388.5,476081
http://statistics.gov.scot/id/statistical-geography/S01009662,Kettlebridge and Rameldry,92000,99271.06,148000,150000,177500,126000,158000,159500,103000,152500,154000,120000,155000,143750,151000,159999.5,210500,224000,245000
http://statistics.gov.scot/id/statistical-geography/S01008045,Keystone and Dougalston - 01,130000,131050,242575,225000,141000,127500,115119,132500,165000,205000,227500,128000,146000,377500,440100,415000,320000,183500,355000
http://statistics.gov.scot/id/statistical-geography/S01008046,Keystone and Dougalston - 02,90000,96250,101000,120000,116560,107737.5,95500,84000,92234,96250,110000,111250,120250,100700,152750,110500,115000,131131,144000
http://statistics.gov.scot/id/statistical-geography/S01008047,Keystone and Dougalston - 03,190000,195777.5,250000,225000,239385,233000,232500,226500,195075,211500,261000,326529,285000,317500,345000,315000,340500,413000,355750
http://statistics.gov.scot/id/statistical-geography/S01008048,Keystone and Dougalston - 04,181825,190533,305000,290778,218975,269450,0,300000,240000,220000,307500,260250,322040,302500,288125,357000,330000,385000,0
http://statistics.gov.scot/id/statistical-geography/S01008049,Keystone and Dougalston - 05,238325,244500,225000,246000,233500,175000,246250,212250,229500,250000,297000,240000,242500,288000,286000,335500,320150,355000,375000
http://statistics.gov.scot/id/statistical-geography/S01012033,Kilbarchan - 01,108550,74050,89000,91500,121750,120000,122500,86750,123500,135000,129500,112500,148000,145000,108500,145000,157500,160000,152500
http://statistics.gov.scot/id/statistical-geography/S01012034,Kilbarchan - 02,93400,95000,112256,102250,158225.5,111500,125250,80000,115750,123250,83000,142500,85000,70931.5,133625,130000,212000,110552.5,142500
http://statistics.gov.scot/id/statistical-geography/S01012035,Kilbarchan - 03,150075,78725,81750,118000,125000,73500,81875,120000,114000,65500,95100,95000,141512.5,98000,95000,85000,160500,188501,128150
http://statistics.gov.scot/id/statistical-geography/S01012036,Kilbarchan - 04,66571.5,59500,78350,146000,120000,136650,0,100000,123500,104000,134000,150500,123000,137875,158166.5,225000,181000,171500,115755.5
http://statistics.gov.scot/id/statistical-geography/S01011338,Kilbirnie North - 01,115000,136000,162500,83250,94500,62000,91500,0,104000,100000,92500,0,125000,0,109500,130000,159500,0,167500
http://statistics.gov.scot/id/statistical-geography/S01011339,Kilbirnie North - 02,21730,77000,103000,84000,79000,0,58000,80000,0,0,107500,0,60500,69690,63000,98500,0,85000,0
http://statistics.gov.scot/id/statistical-geography/S01011340,Kilbirnie North - 03,21240,24165,30380,72000,65000,0,0,65000,0,0,49000,0,40000,65000,66500,67000,0,95000,0
http://statistics.gov.scot/id/statistical-geography/S01011341,Kilbirnie North - 04,31000,38750,46750,85500,69500,70000,56675,0,150000,30000,37000,43000,38000,66000,80000,59000,75000,60500,50000
http://statistics.gov.scot/id/statistical-geography/S01011342,Kilbirnie North - 05,37500,60000,70000,72000,90000,0,85000,150000,90000,78937.5,145000,142500,95000,140000,47500,69500,145000,137500,80000
http://statistics.gov.scot/id/statistical-geography/S01011343,Kilbirnie South and Longbar - 01,32000,35125,46075,67500,70000,69000,55000,60000,44495,49000,58000,48000,50000,46000,58500,67572,35000,49050,55000
http://statistics.gov.scot/id/statistical-geography/S01011344,Kilbirnie South and Longbar - 02,18000,54000,59764,69000,85000,0,0,0,50000,0,60500,0,60000,0,57000,0,73250,0,87750
http://statistics.gov.scot/id/statistical-geography/S01011345,Kilbirnie South and Longbar - 03,20915,21495,32240,68500,42240,70000,0,0,54067.6,40000,0,0,46499.5,44460,0,65500,61497.5,63500,78500
http://statistics.gov.scot/id/statistical-geography/S01011346,Kilbirnie South and Longbar - 04,41000,67000,70000,72500,76500,0,65000,0,41750,52000,50000,54500,49000,62500,70000,63250,70000,66500,77750
http://statistics.gov.scot/id/statistical-geography/S01011347,Kilbirnie South and Longbar - 05,45497.5,43750,60500,65000,67500,58000,52000,67000,40500,48750,73500,38500,55500,62995,48000,47250,51000,69680,61000
http://statistics.gov.scot/id/statistical-geography/S01011750,Kildrum - 01,66777.5,66250,78250,61254,89250,63000,76600,62000,65125,65000,70500,74750,75000,81000,82000,87400,75000,97277,96550
http://statistics.gov.scot/id/statistical-geography/S01011751,Kildrum - 02,32000,42150,50000,54000,63000,56000,47000,48000,33000,32000,44500,48000,42500,40000,44000,46000,41499.5,50000,55000
http://statistics.gov.scot/id/statistical-geography/S01011752,Kildrum - 03,39950,45100,55000,70000,70000,73000,69000,75000,52000,60000,60750,42000,56375,45000,57325,60000,90000,50000,77000
http://statistics.gov.scot/id/statistical-geography/S01011753,Kildrum - 04,42700,47000,65000,69497.5,69995,77000,63000,0,64000,49000,61000,84250,48995,61000,45000,65000,67300,93500,86500
http://statistics.gov.scot/id/statistical-geography/S01011754,Kildrum - 05,65000,76500,76000,91250,90000,33000,70250,77500,69500,68000,0,80000,70000,76000,83500,92500,87497.5,97750,117500
http://statistics.gov.scot/id/statistical-geography/S01010816,Kilmacolm Central - 01,131500,185000,175000,390000,145000,206000,125000,186500,180000,182000,212000,180000,178000,322500,87750,77500,187500,171000,215000
http://statistics.gov.scot/id/statistical-geography/S01010817,Kilmacolm Central - 02,167250,213500,250000,345000,360000,390000,270000,249999,312500,265000,249500,335000,212500,192500,225500,240000,365000,350000,255000
http://statistics.gov.scot/id/statistical-geography/S01010818,Kilmacolm Central - 03,97500,92500,102000,160000,125000,262500,110000,106500,155000,130000,147000,165500,111500,96400,142500,138000,141000,145000,126125
http://statistics.gov.scot/id/statistical-geography/S01010819,"Kilmacolm, Quarriers, Greenock Upper East/Central - 01",94000,126500,103500,130000,115000,160000,115000,122000,103000,120000,133500,268750,105000,121000,128250,133500,151200,129250,143000
http://statistics.gov.scot/id/statistical-geography/S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02",272304,232500,115250,115000,327000,258500,280000,130000,80000,256564.5,157500,0,172500,110000,182000,189975,145000,340050,197000
http://statistics.gov.scot/id/statistical-geography/S01010821,"Kilmacolm, Quarriers, Greenock Upper East/Central - 03",255750,265000,285000,340140,0,"",0,238000,249950,"",287497.5,294000,324000,276500,0,310000,295000,393000,393600
http://statistics.gov.scot/id/statistical-geography/S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04",294500,235000,260000,295000,273500,260025,298500,242000,215000,250000,308750,235000,235000,301000,216000,258500,265135,223000,315010
http://statistics.gov.scot/id/statistical-geography/S01010823,"Kilmacolm, Quarriers, Greenock Upper East/Central - 05",96500,125000,126250,94250,149997.5,29375,147500,133000,0,0,138000,130000,155000,0,0,110125,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009746,Kilmany Rathillet and Logie,122555,150000,210264.5,172500,0,0,230000,0,174000,0,155000,450000,288000,178550,245000,226500,321000,216000,320000
http://statistics.gov.scot/id/statistical-geography/S01008050,Kilmardinny East - 01,245700,0,219354.5,310000,300000,230000,250000,320000,202841,218500,293394.5,135000,320000,319478,303000,337500,407500,426500,495000
http://statistics.gov.scot/id/statistical-geography/S01008051,Kilmardinny East - 02,230000,224779.5,221000,249999,245000,240000,246185,262500,285000,249950,248750,282500,301638.5,322500,329375,338500,320000,350000,349300
http://statistics.gov.scot/id/statistical-geography/S01008052,Kilmardinny East - 03,232500,242750,265135.5,264635,315000,235000,263000,215000,230000,272500,255000,340000,300000,352000,325000,475000,492497.5,587495,382100
http://statistics.gov.scot/id/statistical-geography/S01008053,Kilmardinny East - 04,230000,225750,249995,287000,277500,222750,236500,227717.5,244975,245000,276550,263139,262025,280000,291307.5,321112.5,342380,375000,421150
http://statistics.gov.scot/id/statistical-geography/S01008054,Kilmardinny West - 01,210000,212500,231000,249975,500000,387012.5,425000,250000,240000,220000,392500,317500,256000,450000,400000,271000,537500,387500,325000
http://statistics.gov.scot/id/statistical-geography/S01008055,Kilmardinny West - 02,290885.5,260500,315000,350000,425000,530000,582500,453250,422000,440000,381234,375000,366089.5,385000,477500,430505,390150,476500,540000
http://statistics.gov.scot/id/statistical-geography/S01008056,Kilmardinny West - 03,195750,210000,249500,314250,311000,201500,222749.5,177500,310000,195000,306500,167500,199500,248635.5,268583,375000,315000,185000,385000
http://statistics.gov.scot/id/statistical-geography/S01008057,Kilmardinny West - 04,105000,243750,248000,225000,160000,225000,248000,192500,161250,182500,259950,275000,255000,286000,265778.5,348350,231277.5,378080,470000
http://statistics.gov.scot/id/statistical-geography/S01007973,Kilmarnock South Central and Caprington - 01,115000,112250,107850,131625,124995,125000,112750,130799,104550.5,105000,0,104000,100000,122500,125000,112000,105000,135016.5,173925
http://statistics.gov.scot/id/statistical-geography/S01007974,Kilmarnock South Central and Caprington - 02,47555,55000,66000,75000,82000,63500,70500,0,54000,53750,70000,51000,53000,55750,57000,56000,56500,56500,70000
http://statistics.gov.scot/id/statistical-geography/S01007975,Kilmarnock South Central and Caprington - 03,46250,50000,81533,72550,100000,70000,93685,0,52000,52000,57000,61500,72500,38000,50000,75500,77000,90000,115000
http://statistics.gov.scot/id/statistical-geography/S01007976,Kilmarnock South Central and Caprington - 04,53500,79000,65000,84995,79000,61500,59250,52500,40000,57000,60000,45500,44750,45250,41250,60000,43000,57750,65000
http://statistics.gov.scot/id/statistical-geography/S01008030,Kilmaurs - 01,118250,100557.5,140000,175000,190000,135500,171500,85000,115000,142500,167500,160000,153500,145000,189177.5,105000,166000,195000,185000
http://statistics.gov.scot/id/statistical-geography/S01008031,Kilmaurs - 02,55550,62000,80000,87750,80000,79000,66000,0,105000,0,71000,91500,58000,76112.5,91000,65000,157500,80000,111150
http://statistics.gov.scot/id/statistical-geography/S01008032,Kilmaurs - 03,79000,97500,117500,101750,59000,0,118500,84000,68000,60630,95000,100250,77136,242000,93500,97750,112500,136944,108750
http://statistics.gov.scot/id/statistical-geography/S01013171,Kilpatrick - 01,137500,182000,167650,192500,182500,162500,0,0,146500,0,150000,183500,141500,210000,161686.5,0,199050,191100,0
http://statistics.gov.scot/id/statistical-geography/S01013172,Kilpatrick - 02,33040,86500,96000,86000,118250,0,110000,64250,73000,86000,85000,94000,90000,56497.5,115025.5,86000,138000,105500,120500
http://statistics.gov.scot/id/statistical-geography/S01013173,Kilpatrick - 03,70000,75000,89500,91000,127495,84997.5,67000,107750,99000,70500,105000,105000,91000,115000,130000,115499,80000,127550,95000
http://statistics.gov.scot/id/statistical-geography/S01013174,Kilpatrick - 04,121605,144500,161500,162500,0,199500,205000,145000,148000,170000,171103,147074,185203,204095.5,176800,153619,186000,194000,262500
http://statistics.gov.scot/id/statistical-geography/S01013175,Kilpatrick - 05,88500,110018.6,116995,148500,136880,120000,120500,190975,135000,79000,157257,210000,165000,147997.5,145300,108500,151000,208000,214500
http://statistics.gov.scot/id/statistical-geography/S01013176,Kilpatrick - 06,65750.5,67612.5,79995,88875,82500,85000,69000,73540.66,77000,61000,74133,80000,60000,73000,73000,73000,89000,79000,110000
http://statistics.gov.scot/id/statistical-geography/S01013177,Kilpatrick - 07,60000,70500,87450,90000,82997.5,83000,94000,144997.5,83000,125000,79000,83750,69500,73500,77000,88000,79999.5,81000,85000
http://statistics.gov.scot/id/statistical-geography/S01009712,Kilrenny,181250,118750,138000,173000,230500,162500,180975,145000,120000,222500,197500,140000,226950,233500,196875,236000,241750,248750,283000
http://statistics.gov.scot/id/statistical-geography/S01009719,Kilrymont East,111250,135500,132000,162750,0,157000,141000,0,150275,157500,173000,179000,173750,165000,172500,180825,210000,237770,259000
http://statistics.gov.scot/id/statistical-geography/S01009720,Kilrymont West,75350,142500,150000,176999,0,172000,180000,166000,180000,165000,174000,181000,176000,171250,184000,186250,197625,222659.5,261947.5
http://statistics.gov.scot/id/statistical-geography/S01009716,Kilrymont and Langlands,171500,219250,210000,218850,205000,235000,256750,230000,245000,220000,279000,267500,246000,257500,283050,258500,350000,310117,375000
http://statistics.gov.scot/id/statistical-geography/S01011794,Kilsyth Bogside - 01,50500,58000,70000,71000,81000,69995,66500,90000,66137.74,83000,70000,79995,76250,74000,82000,80000,75000,80000,113043
http://statistics.gov.scot/id/statistical-geography/S01011795,Kilsyth Bogside - 02,46500,50095,70500,91000,75500,0,70250,63000,0,65000,66750,66500,66500,64747.5,67000,67000,69997.5,79500,76500
http://statistics.gov.scot/id/statistical-geography/S01011796,Kilsyth Bogside - 03,52000,52500,63500,65000,81625,0,50000,65000,56250,51450,55200,0,60000,63000,54750,66250,70000,70000,71750
http://statistics.gov.scot/id/statistical-geography/S01011797,Kilsyth Bogside - 04,159500,172750,143875,162117,175000,145000,155000,139000,182000,172000,175000,160000,168000,168000,175000,163000,162000,0,271125
http://statistics.gov.scot/id/statistical-geography/S01011786,Kilsyth East and Croy - 01,"","",185500,235997.5,215000,240000,250000,176500,200000,225000,220000,170000,178985,275000,209000,200000,0,0,280000
http://statistics.gov.scot/id/statistical-geography/S01011787,Kilsyth East and Croy - 02,22650,24000,47500,55000,80000,104250,92250,70000,65000,72000,66000,70000,84000,82000,82500,105000,65000,100000,90000
