DZ2011_Name,IZ2011_Name,LA_Name
Auchinairn - 04,Auchinairn,East Dunbartonshire
Auchinairn - 05,Auchinairn,East Dunbartonshire
Auchinairn - 06,Auchinairn,East Dunbartonshire
Woodhill East - 01,Woodhill East,East Dunbartonshire
Woodhill East - 02,Woodhill East,East Dunbartonshire
Woodhill East - 03,Woodhill East,East Dunbartonshire
Woodhill West - 01,Woodhill West,East Dunbartonshire
Woodhill West - 02,Woodhill West,East Dunbartonshire
Woodhill West - 03,Woodhill West,East Dunbartonshire
Woodhill West - 04,Woodhill West,East Dunbartonshire
Woodhill West - 05,Woodhill West,East Dunbartonshire
Lenzie North - 01,Lenzie North,East Dunbartonshire
Lenzie North - 02,Lenzie North,East Dunbartonshire
Lenzie North - 03,Lenzie North,East Dunbartonshire
Lenzie North - 04,Lenzie North,East Dunbartonshire
Lenzie North - 05,Lenzie North,East Dunbartonshire
Lenzie North - 06,Lenzie North,East Dunbartonshire
Lenzie North - 07,Lenzie North,East Dunbartonshire
Lenzie South - 01,Lenzie South,East Dunbartonshire
Lenzie South - 02,Lenzie South,East Dunbartonshire
Lenzie South - 03,Lenzie South,East Dunbartonshire
Lenzie South - 04,Lenzie South,East Dunbartonshire
Kirkintilloch South - 01,Kirkintilloch South,East Dunbartonshire
Kirkintilloch South - 02,Kirkintilloch South,East Dunbartonshire
Kirkintilloch South - 03,Kirkintilloch South,East Dunbartonshire
Kirkintilloch South - 04,Kirkintilloch South,East Dunbartonshire
Kirkintilloch West - 01,Kirkintilloch West,East Dunbartonshire
Kirkintilloch West - 02,Kirkintilloch West,East Dunbartonshire
Kirkintilloch West - 03,Kirkintilloch West,East Dunbartonshire
Kirkintilloch West - 04,Kirkintilloch West,East Dunbartonshire
Kirkintilloch West - 05,Kirkintilloch West,East Dunbartonshire
Hillhead - 01,Hillhead,East Dunbartonshire
Hillhead - 02,Hillhead,East Dunbartonshire
Hillhead - 03,Hillhead,East Dunbartonshire
Hillhead - 04,Hillhead,East Dunbartonshire
Hillhead - 05,Hillhead,East Dunbartonshire
Rosebank and Waterside - 01,Rosebank and Waterside,East Dunbartonshire
Rosebank and Waterside - 02,Rosebank and Waterside,East Dunbartonshire
Rosebank and Waterside - 03,Rosebank and Waterside,East Dunbartonshire
Rosebank and Waterside - 04,Rosebank and Waterside,East Dunbartonshire
Twechar and Harestanes East - 01,Twechar and Harestanes East,East Dunbartonshire
Twechar and Harestanes East - 02,Twechar and Harestanes East,East Dunbartonshire
Twechar and Harestanes East - 03,Twechar and Harestanes East,East Dunbartonshire
Twechar and Harestanes East - 04,Twechar and Harestanes East,East Dunbartonshire
Harestanes - 01,Harestanes,East Dunbartonshire
Harestanes - 02,Harestanes,East Dunbartonshire
Harestanes - 03,Harestanes,East Dunbartonshire
Harestanes - 04,Harestanes,East Dunbartonshire
Milton of Campsie - 01,Milton of Campsie,East Dunbartonshire
Milton of Campsie - 02,Milton of Campsie,East Dunbartonshire
Milton of Campsie - 03,Milton of Campsie,East Dunbartonshire
Milton of Campsie - 04,Milton of Campsie,East Dunbartonshire
Milton of Campsie - 05,Milton of Campsie,East Dunbartonshire
Lennoxtown - 01,Lennoxtown,East Dunbartonshire
Lennoxtown - 02,Lennoxtown,East Dunbartonshire
Lennoxtown - 03,Lennoxtown,East Dunbartonshire
Lennoxtown - 04,Lennoxtown,East Dunbartonshire
Lennoxtown - 05,Lennoxtown,East Dunbartonshire
Wallyford/Whitecraig - 01,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 02,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 03,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 04,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 05,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 06,Wallyford/Whitecraig,East Lothian
Wallyford/Whitecraig - 07,Wallyford/Whitecraig,East Lothian
Musselburgh South - 01,Musselburgh South,East Lothian
Musselburgh South - 02,Musselburgh South,East Lothian
Musselburgh South - 03,Musselburgh South,East Lothian
Musselburgh South - 04,Musselburgh South,East Lothian
Musselburgh South - 05,Musselburgh South,East Lothian
Musselburgh South - 06,Musselburgh South,East Lothian
Musselburgh South - 07,Musselburgh South,East Lothian
Musselburgh West - 01,Musselburgh West,East Lothian
Musselburgh West - 02,Musselburgh West,East Lothian
Musselburgh West - 03,Musselburgh West,East Lothian
Musselburgh West - 04,Musselburgh West,East Lothian
Musselburgh West - 05,Musselburgh West,East Lothian
Musselburgh North - 01,Musselburgh North,East Lothian
Musselburgh North - 02,Musselburgh North,East Lothian
Musselburgh North - 03,Musselburgh North,East Lothian
Musselburgh North - 04,Musselburgh North,East Lothian
Musselburgh North - 05,Musselburgh North,East Lothian
Musselburgh North - 06,Musselburgh North,East Lothian
Musselburgh East - 01,Musselburgh East,East Lothian
Musselburgh East - 02,Musselburgh East,East Lothian
Musselburgh East - 03,Musselburgh East,East Lothian
Musselburgh East - 04,Musselburgh East,East Lothian
Musselburgh East - 05,Musselburgh East,East Lothian
Musselburgh East - 06,Musselburgh East,East Lothian
Pinkie Braes - 01,Pinkie Braes,East Lothian
Pinkie Braes - 02,Pinkie Braes,East Lothian
Pinkie Braes - 03,Pinkie Braes,East Lothian
Prestonpans West - 01,Prestonpans West,East Lothian
Prestonpans West - 02,Prestonpans West,East Lothian
Prestonpans West - 03,Prestonpans West,East Lothian
Prestonpans West - 04,Prestonpans West,East Lothian
Prestonpans West - 05,Prestonpans West,East Lothian
Prestonpans West - 06,Prestonpans West,East Lothian
Prestonpans West - 07,Prestonpans West,East Lothian
Prestonpans East - 01,Prestonpans East,East Lothian
Prestonpans East - 02,Prestonpans East,East Lothian
Prestonpans East - 03,Prestonpans East,East Lothian
Prestonpans East - 04,Prestonpans East,East Lothian
Prestonpans East - 05,Prestonpans East,East Lothian
Prestonpans East - 06,Prestonpans East,East Lothian
Cockenzie - 01,Cockenzie,East Lothian
Cockenzie - 02,Cockenzie,East Lothian
Cockenzie - 03,Cockenzie,East Lothian
Cockenzie - 04,Cockenzie,East Lothian
Cockenzie - 05,Cockenzie,East Lothian
Cockenzie - 06,Cockenzie,East Lothian
Cockenzie - 07,Cockenzie,East Lothian
Cockenzie - 08,Cockenzie,East Lothian
Tranent North - 01,Tranent North,East Lothian
Tranent North - 02,Tranent North,East Lothian
Tranent North - 03,Tranent North,East Lothian
Tranent North - 04,Tranent North,East Lothian
Tranent North - 05,Tranent North,East Lothian
Tranent North - 06,Tranent North,East Lothian
Tranent North - 07,Tranent North,East Lothian
Tranent North - 08,Tranent North,East Lothian
Tranent South - 01,Tranent South,East Lothian
Tranent South - 02,Tranent South,East Lothian
Tranent South - 03,Tranent South,East Lothian
Tranent South - 04,Tranent South,East Lothian
Tranent South - 05,Tranent South,East Lothian
Tranent South - 06,Tranent South,East Lothian
Tranent South - 07,Tranent South,East Lothian
Tranent South - 08,Tranent South,East Lothian
Ormiston - 01,Ormiston,East Lothian
Ormiston - 02,Ormiston,East Lothian
Ormiston - 03,Ormiston,East Lothian
Ormiston - 04,Ormiston,East Lothian
Longniddry and Aberlady - 01,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 02,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 03,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 04,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 05,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 06,Longniddry and Aberlady,East Lothian
Longniddry and Aberlady - 07,Longniddry and Aberlady,East Lothian
Haddington Rural - 01,Haddington Rural,East Lothian
Haddington Rural - 02,Haddington Rural,East Lothian
Haddington Rural - 03,Haddington Rural,East Lothian
Haddington Rural - 04,Haddington Rural,East Lothian
Haddington Rural - 05,Haddington Rural,East Lothian
Haddington Rural - 06,Haddington Rural,East Lothian
Haddington North - 01,Haddington North,East Lothian
Haddington North - 02,Haddington North,East Lothian
Haddington North - 03,Haddington North,East Lothian
Haddington North - 04,Haddington North,East Lothian
Haddington North - 05,Haddington North,East Lothian
Haddington South - 01,Haddington South,East Lothian
Haddington South - 02,Haddington South,East Lothian
Haddington South - 03,Haddington South,East Lothian
Haddington South - 04,Haddington South,East Lothian
Haddington South - 05,Haddington South,East Lothian
Haddington South - 06,Haddington South,East Lothian
Gullane and Drem - 01,Gullane and Drem,East Lothian
Gullane and Drem - 02,Gullane and Drem,East Lothian
Gullane and Drem - 03,Gullane and Drem,East Lothian
Gullane and Drem - 04,Gullane and Drem,East Lothian
Gullane and Drem - 05,Gullane and Drem,East Lothian
Gullane and Drem - 06,Gullane and Drem,East Lothian
North Berwick North - 01,North Berwick North,East Lothian
North Berwick North - 02,North Berwick North,East Lothian
North Berwick North - 03,North Berwick North,East Lothian
North Berwick North - 04,North Berwick North,East Lothian
North Berwick South - 01,North Berwick South,East Lothian
North Berwick South - 02,North Berwick South,East Lothian
North Berwick South - 03,North Berwick South,East Lothian
North Berwick South - 04,North Berwick South,East Lothian
North Berwick South - 05,North Berwick South,East Lothian
East Linton and Rural - 01,East Linton and Rural,East Lothian
East Linton and Rural - 02,East Linton and Rural,East Lothian
East Linton and Rural - 03,East Linton and Rural,East Lothian
East Linton and Rural - 04,East Linton and Rural,East Lothian
East Linton and Rural - 05,East Linton and Rural,East Lothian
East Linton and Rural - 06,East Linton and Rural,East Lothian
East Linton and Rural - 07,East Linton and Rural,East Lothian
Dunbar West - 01,Dunbar West,East Lothian
Dunbar West - 02,Dunbar West,East Lothian
Dunbar West - 03,Dunbar West,East Lothian
Dunbar West - 04,Dunbar West,East Lothian
Dunbar West - 05,Dunbar West,East Lothian
Dunbar East - 01,Dunbar East,East Lothian
Dunbar East - 02,Dunbar East,East Lothian
Dunbar East - 03,Dunbar East,East Lothian
Dunbar East - 04,Dunbar East,East Lothian
Dunbar East - 05,Dunbar East,East Lothian
Dunbar East - 06,Dunbar East,East Lothian
Neilston and Uplawmoor - 01,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 02,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 03,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 04,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 05,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 06,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 07,West Neilston and Uplawmoor,East Renfrewshire
Neilston and Uplawmoor - 08,West Neilston and Uplawmoor,East Renfrewshire
Cross Stobbs - 01,Cross Stobbs,East Renfrewshire
Cross Stobbs - 02,Cross Stobbs,East Renfrewshire
Cross Stobbs - 03,Cross Stobbs,East Renfrewshire
Cross Stobbs - 04,Cross Stobbs,East Renfrewshire
Cross Stobbs - 05,Cross Stobbs,East Renfrewshire
Cross Stobbs - 06,Cross Stobbs,East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 01","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 02","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 03","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 04","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 05","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 06","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 07","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 08","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
"Dunterlie, East Arthurlie and Dovecothall - 09","Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire
Arthurlie and Gateside - 01,West Arthurlie and North Neilston,East Renfrewshire
Arthurlie and Gateside - 02,West Arthurlie and North Neilston,East Renfrewshire
Arthurlie and Gateside - 03,West Arthurlie and North Neilston,East Renfrewshire
Arthurlie and Gateside - 04,West Arthurlie and North Neilston,East Renfrewshire
Arthurlie and Gateside - 05,West Arthurlie and North Neilston,East Renfrewshire
Auchenback - 01,Auchenback,East Renfrewshire
Auchenback - 02,Auchenback,East Renfrewshire
Auchenback - 03,Auchenback,East Renfrewshire
Auchenback - 04,Auchenback,East Renfrewshire
Auchenback - 05,Auchenback,East Renfrewshire
Crookfur and Fruin - 01,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 02,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 03,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 04,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 05,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 06,Crookfur and Fruin,East Renfrewshire
Crookfur and Fruin - 07,Crookfur and Fruin,East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 01","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 02","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 03","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 04","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 05","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 06","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 07","Mearns Village, Westacres and Greenfarm",East Renfrewshire
"Mearns Village, Westacres and Greenfarm - 08","Mearns Village, Westacres and Greenfarm",East Renfrewshire
Whitecraigs and Broom - 01,Whitecraigs and Broom,East Renfrewshire
Whitecraigs and Broom - 02,Whitecraigs and Broom,East Renfrewshire
Whitecraigs and Broom - 03,Whitecraigs and Broom,East Renfrewshire
Whitecraigs and Broom - 04,Whitecraigs and Broom,East Renfrewshire
Mearnskirk and South Kirkhill - 01,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 02,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 03,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 04,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 05,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 06,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 07,Mearnskirk and South Kirkhill,East Renfrewshire
Mearnskirk and South Kirkhill - 08,Mearnskirk and South Kirkhill,East Renfrewshire
Eaglesham and Waterfoot - 01,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 02,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 03,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 04,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 05,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 06,Eaglesham and Waterfoot,East Renfrewshire
Eaglesham and Waterfoot - 07,Eaglesham and Waterfoot,East Renfrewshire
North Kirkhill - 01,North Kirkhill,East Renfrewshire
North Kirkhill - 02,North Kirkhill,East Renfrewshire
North Kirkhill - 03,North Kirkhill,East Renfrewshire
North Kirkhill - 04,North Kirkhill,East Renfrewshire
Busby - 01,Busby,East Renfrewshire
Busby - 02,Busby,East Renfrewshire
Busby - 03,Busby,East Renfrewshire
Busby - 04,Busby,East Renfrewshire
Busby - 05,Busby,East Renfrewshire
Clarkston and Sheddens - 01,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 02,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 03,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 04,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 05,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 06,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 07,Clarkston and Sheddens,East Renfrewshire
Clarkston and Sheddens - 08,Clarkston and Sheddens,East Renfrewshire
Williamwood - 01,Williamwood,East Renfrewshire
Williamwood - 02,Williamwood,East Renfrewshire
Williamwood - 03,Williamwood,East Renfrewshire
Williamwood - 04,Williamwood,East Renfrewshire
Williamwood - 05,Williamwood,East Renfrewshire
Stamperland - 01,Stamperland,East Renfrewshire
Stamperland - 02,Stamperland,East Renfrewshire
Stamperland - 03,Stamperland,East Renfrewshire
Stamperland - 04,Stamperland,East Renfrewshire
Stamperland - 05,Stamperland,East Renfrewshire
Netherlee - 01,Netherlee,East Renfrewshire
Netherlee - 02,Netherlee,East Renfrewshire
Netherlee - 03,Netherlee,East Renfrewshire
Netherlee - 04,Netherlee,East Renfrewshire
Netherlee - 05,Netherlee,East Renfrewshire
Netherlee - 06,Netherlee,East Renfrewshire
Merrylee and Braidbar - 01,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 02,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 03,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 04,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 05,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 06,Merrylee and Braidbar,East Renfrewshire
Merrylee and Braidbar - 07,Merrylee and Braidbar,East Renfrewshire
Lower Whitecraigs and South Giffnock - 01,Lower Whitecraigs and South Giffnock,East Renfrewshire
Lower Whitecraigs and South Giffnock - 02,Lower Whitecraigs and South Giffnock,East Renfrewshire
Lower Whitecraigs and South Giffnock - 03,Lower Whitecraigs and South Giffnock,East Renfrewshire
Lower Whitecraigs and South Giffnock - 04,Lower Whitecraigs and South Giffnock,East Renfrewshire
North Giffnock and North Thornliebank - 01,North Giffnock and North Thornliebank,East Renfrewshire
North Giffnock and North Thornliebank - 02,North Giffnock and North Thornliebank,East Renfrewshire
North Giffnock and North Thornliebank - 03,North Giffnock and North Thornliebank,East Renfrewshire
North Giffnock and North Thornliebank - 04,North Giffnock and North Thornliebank,East Renfrewshire
North Giffnock and North Thornliebank - 05,North Giffnock and North Thornliebank,East Renfrewshire
South Thornliebank and Woodfarm - 01,South Thornliebank and Woodfarm,East Renfrewshire
